COUNTRY,CITY,RNUMBER(USEFUL??),PTYPE,BDAY,BMONTH,BYEAR,EDAY,EMONTH,EYEAR,ACTOR1,ACTOR2,ACTOR3,TARGET1,TARGET2,NPART,NDEATH,Deathdummy,ELOCAL,REPORTID1,REPORTID2,REPORTID3,COMMENT
Bangladesh,Dhaka,71,60,99,11,1987,99,11,1987,Demonstrators,,,Government,,99,16,1,99,$#45F,,,A series of strikes and violent events in November
Bangladesh,Dhaka,72,31,9,12,1987,9,12,1987,99,,,Textile Minister,,99,1,1,99,$#46A,,,The then Textiles Minister was injured in a bomb attack whilst driving in Dhaka.
Bangladesh,Dhaka,73,60,11,12,1987,12,12,1987,Opposition group,,,Government,,99,1,1,99,$#46B,,,Illegal rallies and strikes were held by opposition supporters in Dhaka and other cities and towns on Dec. 11-12
Bangladesh,Dhaka,74,51,22,12,1987,22,12,1987,Demonstrators,,,Transport operator,,99,-99,0,99,$#46C,,,On Dec. 22 at least 12 people were injured in Dhaka in fire-bomb and other attacks on transport operators who had defied an opposition strike call.
Bangladesh,Dhaka,75,60,10,10,1990,15,10,1990,Awami League,BNP,,Government,,99,8,1,99,$#47A,,,"Violent anti-government demonstrations took place in  Dhaka, during mid-October"
Bangladesh,Dhaka,76,60,15,11,1990,15,11,1990,Demonstrators,,,Police,,99,4,1,99,$#48A,,,Police shot and killed four people during a demonstration by industrial workers
Bangladesh,Dhaka,77,60,28,11,1990,30,11,1990,Opposition group,,,Government,,99,21,1,99,$#48B,,,Opposition parties defied government bans and staged massive protest demonstrations on Nov. 28 and 30.
Bangladesh,Dhaka,78,60,4,12,1990,4,12,1990,Demonstrators,,,Government,,99,-99,0,99,$#49A,,,"On Dec. 4, anti-Ershad demonstrations continued in Dhaka"
Bangladesh,Dhaka,79,51,29,12,1990,29,12,1990,Prisoner,,,Government,,99,3,1,Dhaka's central prison,$#50A,,,Riots broke out among inmates at Dhaka's central prison on Dec. 29
Bangladesh,Dhaka,80,51,16,6,1991,16,6,1991,Student loyal to AL,,,Students loyal to BNP,,99,6,1,College in Dhaka,$#51A,,,On June 16 six students were killed on a college campus in Dhaka during a gun battle between rival groups loyal to the BNP and to the Awami League
Bangladesh,Dhaka,81,60,10,10,1991,10,10,1991,Pro-Ershad demonstrators,,,Government,,99,-99,0,99,$#52A,,,Pro-Ershad rally in Dhaka. 
Bangladesh,Dhaka,82,51,27,10,1991,27,10,1991,Rival student group,,,Rival student group,,99,7,1,Dhaka University,$#52B,,,Seven people were reported killed and 12 others injured on Oct. 27 during clashes at Dhaka University between rival student groups
Bangladesh,Dhaka,83,60,20,6,1992,21,6,1992,Demonstrators,,,Government,,99,4,1,99,$#53A,,,Four people were killed and at least 200 injured in Dhaka and Chittagong during nationwide strikes on June 20 and 21 called to press for the trial of Gholam Azam
Bangladesh,Dhaka,84,62,2,7,1992,2,7,1992,Demonstrators,,,Chinese Embassy,,3,-99,0,Chinese embassy,$#54A,,,More than 300 demonstrators attacked the Chinese embassy in Dhaka on July 2 after rumours that human skulls had been found in the embassy
Bangladesh,Dhaka,85,62,2,11,1992,2,11,1992,Students,,,Police,,99,-99,0,99,$#55A,,,Hundreds of riot police on Nov. 2 clashed with students in Dhaka protesting against recent legislation to curb cheating in final exams.
Bangladesh,Dhaka,86,60,10,4,1993,11,4,1993,Demonstrators,,,India's Prime Minister,,99,-99,0,99,$#56A,,,"The meeting, attended by leaders of all seven member countries, was overshadowed by mass demonstrations protesting against the participation of India's Prime Minister"
Bangladesh,Dhaka,87,51,30,1,1994,31,1,1994,BNP supporter,,,Government,,99,<9,1,99,$#57A,,,Nine people died and more than 200 were injured on Jan. 30 and 31 during clashes marking the first direct elections for mayors and ward commissioners of city corporations in Dhaka
Bangladesh,Dhaka,88,60,12,6,1994,19,6,1994,Muslim zealots,,,Government,,4,-99,0,99,$#58A,,,"Thousands of Muslim zealots organized demonstrations in Dhaka on June 12, 17 and 19"
Bangladesh,Dhaka,89,60,99,7,1994,99,7,1994,Pro-Islamic groups,,,Government,,99,<6,1,99,$#59B,,,In late July pro-Islamic groups had organized violent demonstrations in which six people were killed and 15 injured in Chittagong and Dhaka
Bangladesh,Dhaka,90,60,11,8,1994,11,8,1994,United Islamic Action Committee,,,Government,,99,-99,0,99,$#59A,,,"On Aug. 11 the United Islamic Action Committee, a coalition of 13 Islamic groups, staged demonstrations in Dhaka calling for Nasreen to be hanged"
Bangladesh,Dhaka,91,60,10,9,1994,13,9,1994,Awami League,,,BNP,,99,-99,0,99,$#60A,,,Opposition parties led by the Awami League staged four days of strikes and violent action on Sept. 10-13 in a bid to force the ruling Bangladesh Nationalist Party (BNP) to resign and call fresh elections
Bangladesh,Dhaka,92,60,12,10,1994,12,10,1994,Islamic militants,,,Government,,99,-99,0,99,$#61A,,,"On Oct. 12, Islamic militants in Dhaka staged the biggest protest to date against the government's decision to allow the controversial author, Taslima Nasreen, to flee to Sweden and escape trial on charges of blasphemy"
Bangladesh,Dhaka,93,60,27,11,1994,27,11,1994,Opposition group,,,Government,,5,-99,0,99,$#62A,,,"On Nov. 27 an estimated 50,000 opposition activists marched through Dhaka"
Bangladesh,Dhaka,94,60,2,1,1995,4,1,1995,Demonstrators,,,Government,,99,-99,0,99,$#63A,,,"A three-day general strike on Jan. 2-4 paralysed the capital, Dhaka"
Bangladesh,Dhaka,95,60,23,1,1995,23,1,1995,Demonstrators,,,Police,,99,-99,0,99,$#63B,,,Further protests against price rises in essential commodities on Jan. 23 also ended in violence as police fired tear gas at demonstrators attempting to take over the national television centre in Dhaka.
Bangladesh,Dhaka,96,31,24,1,1995,24,1,1995,99,,,Government,,99,-99,0,99,$#63C,,,On Jan. 24 two home-made bombs were hurled on to a road in Dhaka minutes before the arrival of Zia's motorcad
Bangladesh,Dhaka,97,60,12,2,1995,15,2,1995,Workers,,,Employer,,99,7,1,99,$#64A,,,Seven people were reportedly killed and more than 100 injured during violent strikes by jute and textile workers in Dhaka and the southern city of Khulna on Feb. 12-15
Bangladesh,Dhaka,98,60,12,3,1995,13,3,1995,Opposition group,,,Government,,99,-99,0,99,$#65A,,,"A two-day general strike called by the opposition Awami League, Jatiya  Party and Jamaat-i-Islami  for March 12-13, and effectively paralysing Dhaka"
Bangladesh,Dhaka,99,60,28,3,1995,28,3,1995,Demonstrators,,,Government,,4,-99,0,Prime Minister office,$#65B,,,"More than 5,000 people gathered outside the Prime Minister's office, and violence broke out after protesters tried to break down barricades erected by the security forces"
Bangladesh,Dhaka,100,60,9,4,1995,11,4,1995,Left Democratic Front,,,Government,,99,-99,0,99,$#66A,,,"On April 9-11 a dawn-to-dusk strike called by the left-wing coalition, the Left Democratic Front, paralysed Dhaka and other major cities"
Bangladesh,Dhaka,101,51,14,7,1995,14,7,1995,Demonstrators,,,99,,99,-99,0,99,$#67B,,,On July 14 at least 70 people were injured in Dhaka in clashes sparked by the killing of a secondary school teacher by students after he tried to prevent cheating in examinations
Bangladesh,Dhaka,102,60,26,7,1995,26,7,1995,Demonstrators,,,Government,,3,-99,0,99,$#67A,,,"On July 26 hundreds of people staged demonstrations in Dhaka in protest against rising food prices resulting from the destruction of at least 1,300,000 hectares of crops."
Bangladesh,Dhaka,103,60,3,9,1995,3,9,1995,Demonstrators,,,Government,,99,3,1,99,$#68A,,,"In an earlier strike on Sept. 3, three people died in Dhaka"
Bangladesh,Dhaka,104,60,7,10,1995,8,10,1995,Demonstrators,,,Government,,99,-99,0,99,$#69A,,,On Oct. 7 a 32-hour general strike had brought to a standstill Dhaka
Bangladesh,Dhaka,105,60,6,11,1995,6,11,1995,Demonstrators,,,Government,,5,-99,0,99,$#70B,,,"On Nov. 6 public transport services in Dhaka were brought to a standstill as more than 50,000 protesters held violent demonstrations in which at least 200 people were reported injured."
Bangladesh,Dhaka,106,60,11,11,1995,16,11,1995,Demonstrators,,,Government,,99,4,1,99,$#70A,,,"Opposition parties had intensified their strike action, staging a national strike on Nov. 11-16, during which four people died in bomb explosions in Dhaka."
Bangladesh,Dhaka,107,60,9,12,1995,11,12,1995,Demonstrators,,,Government,,99,-99,0,99,$#71A,,,On Dec. 9-11 more than 50 people were injured during violent demonstrations in Dhaka calling for Zia's resignation
Bangladesh,Dhaka,108,60,20,12,1995,20,12,1995,Demonstrators,,,Government,,99,-99,0,99,$#71B,,,Another 70 were injured in further demonstrations in Dhaka on Dec. 20.
Bangladesh,Dhaka,109,51,19,3,1996,19,3,1996,Protesters,,,Parliament,,99,-99,0,99,$#72A,,,The opening of the new parliamentary session on March 19 was marked by an attempt by protesters to storm the parliamentary buildings in Dhaka
Bangladesh,Dhaka,110,60,2,6,1997,2,6,1997,Demonstrators,,,Government,,99,-99,0,99,$#73A,,,Thousands of government workers demonstrated in Dhaka on June 2 to protest over delays in the announcement of new pay scales and over government-imposed changes to the working week.
Bangladesh,Dhaka,111,60,3,7,1997,3,7,1997,BNP supporter,,,Government,,99,-99,0,99,$#74A,,,A nationwide strike brought Dhaka and other districts to a standstill on July 3
Bangladesh,Dhaka,112,60,6,5,1998,6,5,1998,BNP opposition alliance,,,CHT,,99,-99,0,99,$#75A,,,A half-day general strike called by the BNP-led opposition alliance on May 6 to protest against the CHT peace treaty led to violent clashes in Dhaka.
Bangladesh,Dhaka,113,60,9,6,1998,10,6,1998,BNP,,,Government,,99,-99,0,99,$#76A,,,"BNP leader Begum Khaleda Zia led thousands of demonstrators on June 9-10 in a ""long march"" from Dhaka to the south-east hill-town of Khagrachhari to protest against the December 1997 peace treaty between the government and tribal rebels from the Chittagong Hill Tracts"
Bangladesh,Dhaka,114,51,18,6,1998,18,6,1998,Opposition activist,,,Police,,99,-99,0,99,$#76B,,,"In Dhaka, there were reports of violent clashes between opposition activists and government supporters"
Bangladesh,Dhaka,115,60,30,7,1998,30,7,1998,Demonstrators,,,Government,,99,-99,0,99,$#77A,,,A one-day strike and widespread violence in Dhaka was triggered following the death on July 30 in police custody of Shamin Reza Rubel
Bangladesh,Dhaka,116,60,13,12,1998,13,12,1998,Protesters,,,Police,,99,-99,0,99,$#78A,,,"At least 100 people were reported injured in Dhaka, the capital, in clashes between police and protesters during a general strike held on Dec. 13 over the vote-rigging allegations"
Bangladesh,Dhaka,117,51,99,8,1999,99,8,1999,Shanty settler,,,Police,,99,1,1,99,$#79A,,,A police officer was killed during an incident in the settlement
Bangladesh,Dhaka,118,60,21,10,1999,21,10,1999,Demonstrators,,,Government,,99,-99,0,99,$#80A,,,"At least 100 more people were injured during another anti-government strike on Oct. 21, at least 20 of them by bombs exploding in Dhaka."
Bangladesh,Dhaka,119,60,24,3,2002,24,3,2002,Awami League supporter,,,Government,,99,-99,0,99,$#81A,,,"On March 24, the day the bill became law, 50 AL supporters were injured by police during a demonstration against the legislation in Dhaka"
Bangladesh,Dhaka,120,51,23,7,2002,23,7,2002,Students,,,Government,,99,-99,0,99,$#82A,,,"The biggest student protests for a decade, against a police raid on July 23 on a female students’ dormitory."
Bangladesh,Dhaka,121,60,16,1,2003,16,1,2003,Awami League supporter,,,Government,,99,-99,0,99,$#83A,,,The AL called an eight-hour nationwide strike on Jan. 16 to protest against what it described as an “arbitrary” rise of 14 per cent in fuel prices
Bangladesh,Dhaka,122,60,30,3,2003,30,3,2003,Demonstrators,,,US,UK,4,-99,0,99,$#84A,,,"Towards the end of the month, thousands took part in daily anti-US and anti-UK protests on the streets of Dhaka, the capital, after the beginning of the US-led war against Iraq."
Bangladesh,Dhaka,123,60,5,4,2003,12,4,2003,Demonstrators,,,US,UK,99,-99,0,99,$#85A,,,"Anti-US, anti-UK demonstration"
Bangladesh,Dhaka,124,51,99,10,2003,99,10,2003,Student nurses,,,Police,,99,-99,0,99,$#86A,,,"In October over 50 student nurses were injured in Dhaka, the capital, in a police baton charge"
Bangladesh,Dhaka,125,31,27,2,2004,27,2,2004,Humayan Azad,,,Fundamentalist Islamic groups,,99,-99,0,99,$#87A,,,A near-fatal attack upon Humayan Azad on Feb. 27 by fundamentalist Islamic groups is followed by clashes between students and police.
Bangladesh,Dhaka,126,31,21,8,2004,21,8,2004,99,,,Awami League rally,,99,18,1,99,$#88A,,,"An attack on Aug. 21 by unknown assailants on an opposition Awami League (AL) rally in Dhaka, the capital, killed at least 18 people and injured some 200 others."
Bangladesh,Dhaka,127,51,22,8,2004,24,8,2004,Awami League supporter,,,Government,,99,-99,0,99,$#88B,,,Awami League's demonstration against the killings.
Bangladesh,Dhaka,128,60,22,11,2005,22,11,2005,Opposition group,,,Government,,99,-99,0,99,$#89A,,,An alliance of 14 opposition parties led by the Awami League (AL) on Nov. 22 held a rally in Dhaka to demand the government’s resignation
Bangladesh,Dhaka,129,60,15,2,2006,15,2,2006,Opposition group,,,Government,,99,-99,0,99,$#90A,,,"The opposition parties also held demonstrations and a one-day strike in Dhaka on Feb. 15, during which the AL claimed some 100 people were injured in clashes with police"
Bangladesh,Dhaka,130,60,19,4,2006,23,4,2006,Awami League,,,Government,,99,-99,0,99,$#91A,,,"The main opposition Awami League (AL) and its 13 allied parties held general strikes and demonstrations on April 19 and April 23, demanding that the government introduce electoral reforms before a general election scheduled for January 2007."
